12	0,15
13	0,932242328
14	1,059579016
15	1,647379422
16	2,110236023
17	2,445541184
18	3,138444505
19	3,426219243
20	3,537609613
21	3,998276472
22	4,442090233
23	4,651325846
24	5,2102165
25	5,903163449
26	6,569277506
27	6,607410771
28	6,715634608
29	6,672177335
30	7,027972503
31	7,036656174
32	7,239654045
33	7,749811404
34	8,029431043
35	8,185593012
36	8,233517647
37	8,420235812
38	8,913515465
39	8,894597682
40	9,07568133
41	9,4726812
42	9,394080436
43	9,67472385
44	10,10316586
45	10,14279719
46	10,09703419
47	10,33337962
48	10,67386811
49	10,85263594
50	11,16362751
51	11,12314238
52	11,34105526
53	11,36033519
54	11,40538329
55	11,32723335
56	11,5294036
57	11,63853815
58	11,78468126
59	11,94672623
60	11,81028196
61	12,02393142
62	12,05296222
63	12,18168725
64	12,30198261
65	12,45443444
66	12,33370185
67	12,32995867
68	12,38719887
69	12,56673888
70	12,7041075
71	12,86227691
72	12,89195099
73	12,91838304
74	13,05035342
75	12,85096636
76	12,98846774
77	12,93156006
78	12,72277954
79	12,79457205
